[Mon Aug 04 18:49:10.555231 2025] [php:error] [pid 1716:tid 1188] [client ::1:56260] script 'C:/MyServer/www/info.php' not found or unable to stat, referer: http://localhost/
[Thu Aug 28 02:49:01.804980 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49538] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:49:01.809827 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49538] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:49:01.809827 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49538] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:49:01.809827 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49538] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:49:01.809827 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49538] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:49:01.809827 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49538] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:49:01.809827 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49538] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.791134 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.791134 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.791134 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.791134 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.26",\n    "requests":"256",\n    "status":"running",\n    "uptime":"00:06:45"\n  },\n  "mysql":{\n    "connections":"9",\n    "cpu":"0.0",\n    "memory":"26, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.791134 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.791134 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.791134 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.791134 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.26",\n    "requests":"256",\n    "status":"running",\n    "uptime":"00:06:45"\n  },\n  "mysql":{\n    "connections":"9",\n    "cpu":"0.0",\n    "memory":"26, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.802521 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.802521 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.802521 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:50:01.802521 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49565] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.26",\n    "requests":"256",\n    "status":"running",\n    "uptime":"00:06:45"\n  },\n  "mysql":{\n    "connections":"9",\n    "cpu":"0.0",\n    "memory":"26, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.26",\n    "requests":"316",\n    "status":"running",\n    "uptime":"00:08:25"\n  },\n  "mysql":{\n    "connections":"8",\n    "cpu":"0.0",\n    "memory":"26, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.26",\n    "requests":"316",\n    "status":"running",\n    "uptime":"00:08:25"\n  },\n  "mysql":{\n    "connections":"8",\n    "cpu":"0.0",\n    "memory":"26, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:51:01.797334 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49592] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.26",\n    "requests":"316",\n    "status":"running",\n    "uptime":"00:08:25"\n  },\n  "mysql":{\n    "connections":"8",\n    "cpu":"0.0",\n    "memory":"26, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.805922 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.805922 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.805922 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.805922 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"235",\n    "status":"running",\n    "uptime":"00:10:05"\n  },\n  "mysql":{\n    "connections":"11",\n    "cpu":"0.0",\n    "memory":"2, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.805922 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.805922 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.805922 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.805922 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"235",\n    "status":"running",\n    "uptime":"00:10:05"\n  },\n  "mysql":{\n    "connections":"11",\n    "cpu":"0.0",\n    "memory":"2, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.812323 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.812323 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.812323 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:52:01.813034 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49619] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"235",\n    "status":"running",\n    "uptime":"00:10:05"\n  },\n  "mysql":{\n    "connections":"11",\n    "cpu":"0.0",\n    "memory":"2, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.796310 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.796310 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.796310 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.796310 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"171",\n    "status":"running",\n    "uptime":"00:11:45"\n  },\n  "mysql":{\n    "connections":"12",\n    "cpu":"0.0",\n    "memory":"2, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.797620 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.797620 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.797620 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.797620 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"171",\n    "status":"running",\n    "uptime":"00:11:45"\n  },\n  "mysql":{\n    "connections":"12",\n    "cpu":"0.0",\n    "memory":"2, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.802133 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.802133 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.802133 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:53:01.802133 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49648] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"171",\n    "status":"running",\n    "uptime":"00:11:45"\n  },\n  "mysql":{\n    "connections":"12",\n    "cpu":"0.0",\n    "memory":"2, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.792713 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.792713 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.792713 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.792962 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"156",\n    "status":"running",\n    "uptime":"00:13:25"\n  },\n  "mysql":{\n    "connections":"9",\n    "cpu":"0.0",\n    "memory":"26, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.795396 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.795396 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.795396 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.795396 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"156",\n    "status":"running",\n    "uptime":"00:13:25"\n  },\n  "mysql":{\n    "connections":"9",\n    "cpu":"0.0",\n    "memory":"26, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.798746 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.798746 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.798746 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:54:01.798746 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49685] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"156",\n    "status":"running",\n    "uptime":"00:13:25"\n  },\n  "mysql":{\n    "connections":"9",\n    "cpu":"0.0",\n    "memory":"26, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.808048 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.808048 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.808048 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.808048 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"202",\n    "status":"running",\n    "uptime":"00:15:05"\n  },\n  "mysql":{\n    "connections":"15",\n    "cpu":"0.0",\n    "memory":"2, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.812750 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.812750 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.812750 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.813247 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"202",\n    "status":"running",\n    "uptime":"00:15:05"\n  },\n  "mysql":{\n    "connections":"15",\n    "cpu":"0.0",\n    "memory":"2, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.891393 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.891393 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.891393 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:55:01.891393 2025] [php:notice] [pid 9032:tid 1160] [client ::1:49714] JSON invalide: \xef\xbb\xbf{\n  "apache":{\n    "cpu":"0.1",\n    "memory":"14.25",\n    "requests":"202",\n    "status":"running",\n    "uptime":"00:15:05"\n  },\n  "mysql":{\n    "connections":"15",\n    "cpu":"0.0",\n    "memory":"2, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:01.804015 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:01.804015 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:01.804015 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:01.804015 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:01.804015 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:01.804015 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:01.810139 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:01.810139 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:01.810139 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:05.053937 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:05.053937 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:05.053937 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49748] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:10.799307 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:10.799307 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:10.799307 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:11.388305 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json
[Thu Aug 28 02:56:11.388305 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui
[Thu Aug 28 02:56:11.388305 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui
[Thu Aug 28 02:56:15.791758 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:15.791758 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:15.791758 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:19.036747 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:19.036747 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:19.036747 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:20.791694 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:20.791694 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:20.791694 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:23.163078 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:23.163078 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:23.163078 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:25.803523 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:25.803523 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:25.804493 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:28.151078 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:28.151078 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:28.151078 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:30.792657 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:30.792657 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:30.792657 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:33.165522 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:33.165522 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:33.165522 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:35.797260 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:35.797260 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:35.797260 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:38.165446 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:38.165446 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:38.165446 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:40.800120 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:40.800120 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:40.800120 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:43.165600 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:43.165600 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:43.165600 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:45.800889 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:45.800889 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:45.800889 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:48.156259 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:48.156259 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:48.156259 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:50.794127 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:50.794127 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:50.794127 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:53.164767 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:53.164767 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier existe: oui, referer: http://localhost/dashboard/
[Thu Aug 28 02:56:53.164767 2025] [php:notice] [pid 25304:tid 1160] [client ::1:49753] Fichier lisible: oui, referer: http://localhost/dashboard/
