[Mon Aug 04 18:49:10.555231 2025] [php:error] [pid 1716:tid 1188] [client ::1:56260] script 'C:/MyServer/www/info.php' not found or unable to stat, referer: http://localhost/
[Sat Aug 30 09:55:52.066809 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64263] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:55:52.066809 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64263] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:55:52.066809 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64263] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:55:57.060852 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64263] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:55:57.060852 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64263] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:55:57.060852 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64263] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:02.052259 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64263] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:02.052259 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64263] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:02.052259 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64263] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:07.055903 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64265] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:07.055903 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64265] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:07.055903 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64265] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:12.066258 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64267] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:12.066258 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64267] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:12.066258 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64267] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:54.055877 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64269] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:54.055877 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64269] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:56:54.055877 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64269] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:57:47.471714 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64271] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:57:47.471714 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64271] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:57:47.471714 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64271] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:57:52.060157 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:57:52.060157 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:57:52.060157 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:57:57.057631 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:57:57.057631 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:57:57.057631 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:02.058115 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:02.058115 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:02.058115 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:07.057287 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:07.057287 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:07.057287 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:12.055456 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:12.055456 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:12.055456 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64272] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:17.070400 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64273] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:17.070400 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64273] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:17.070400 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64273] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:22.060829 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:22.060829 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:22.060829 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:27.058311 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:27.058311 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:27.058311 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:32.057045 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:32.057045 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:32.057045 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:37.052314 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:37.052314 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:37.052314 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64274] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:42.062208 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64275] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:42.062208 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64275] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:42.062208 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64275] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:47.054543 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64275] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:47.054543 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64275] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:47.054543 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64275] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:54.057854 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64278] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:54.057854 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64278] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:58:54.057854 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64278] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:59:54.061261 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64285] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 09:59:54.061261 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64285] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 09:59:54.061261 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64285] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:00:54.058772 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64287] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:00:54.058772 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64287] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:00:54.058772 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64287] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:01:54.070415 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64289] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:01:54.070415 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64289] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:01:54.070415 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64289] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:02:54.071717 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64291] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:02:54.071717 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64291] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:02:54.071717 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64291] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:22.865689 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64293] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:22.865689 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64293] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:22.865689 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64293] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:26.985475 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64294] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:26.985475 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64294] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:26.985475 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64294] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:31.981071 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64294] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:31.981071 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64294] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:31.981071 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64294] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:36.980182 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64294] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:36.980976 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64294] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:36.980976 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64294] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:42.053318 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64295] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:42.053318 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64295] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:42.053318 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64295] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:47.067571 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64297] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:47.067571 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64297] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:47.067571 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64297] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:52.058363 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64297] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:52.058363 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64297] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:52.058363 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64297] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:57.061466 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64300] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:57.061466 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64300] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:03:57.061466 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64300] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:02.052647 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64300] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:02.052647 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64300] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:02.052647 2025] [php:notice] [pid 24264:tid 1252] [client ::1:64300] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:07.062546 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64302] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:07.062546 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64302] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:07.062546 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64302] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:12.071796 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64304] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:12.071796 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64304] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:12.071796 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64304] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:17.052797 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64304] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:17.052797 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64304] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:17.052797 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64304] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:22.062508 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64306] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:22.062508 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64306] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:22.062508 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64306] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:27.057818 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64306] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:27.057818 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64306] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:27.057818 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64306] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:32.059265 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64308] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:32.059265 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64308] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:32.059265 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64308] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:37.066454 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64310] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:37.066454 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64310] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:37.066454 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64310] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:54.063875 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64312] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:54.063875 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64312] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:04:54.063875 2025] [php:notice] [pid 24264:tid 1216] [client ::1:64312] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:01.941737 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64323] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:01.942728 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64323] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:01.942728 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64323] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:07.064699 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64325] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:07.064699 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64325] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:07.064699 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64325] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:12.059922 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64326] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:12.059922 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64326] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:12.059922 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64326] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:17.078675 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64335] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:17.078675 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64335] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:17.078675 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64335] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:22.059580 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64335] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:22.059580 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64335] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:22.059580 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64335] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:27.062813 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64337] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:27.062813 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64337] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:27.062813 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64337] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:32.058491 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64337] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:32.058491 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64337] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:32.058491 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64337] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:37.059394 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64338] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:37.059394 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64338] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:37.059394 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64338] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:42.073201 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64339] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:42.073201 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64339] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:42.073201 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64339] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:47.062614 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64340] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:47.062614 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64340] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:47.062614 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64340] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:52.058155 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64339] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:52.058155 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64339] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:52.063626 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64339] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:57.060437 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64339] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:57.060437 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64339] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:06:57.060437 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64339] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:07:02.065266 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64343] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:07:02.065266 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64343] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:07:02.065266 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64343] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:07:54.056863 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64345] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:07:54.056863 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64345] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:07:54.056863 2025] [php:notice] [pid 13440:tid 1256] [client ::1:64345] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:08:22.280375 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64348] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:08:22.280375 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64348] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:08:22.280375 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64348] Fichier lisible: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:08:22.351890 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64348] Chemin stats.json: C:/MyServer/www/dashboard/stats.json, referer: http://localhost/dashboard/
[Sat Aug 30 10:08:22.351890 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64348] Fichier existe: non, referer: http://localhost/dashboard/
[Sat Aug 30 10:08:22.351890 2025] [php:notice] [pid 13440:tid 1252] [client ::1:64348] Fichier lisible: non, referer: http://localhost/dashboard/
